Id,IndicatorCode,SpatialDimension,WorldBankIncomeGroup,TimeDimension,TimeDim,DisaggregatingDimension1,Sex,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,Prevalence,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
16047065,NCD_BMI_30A,COUNTRY,TUR,YEAR,1994,SEX,Female,,,,,,,25.6 [21.7-29.6],25.6,21.7,29.6,,2017-09-22T09:47:27Z,1994,1994-01-01,1994-12-31
16047066,NCD_BMI_30A,COUNTRY,TUR,YEAR,1995,SEX,Female,,,,,,,26.2 [22.4-30.2],26.2,22.4,30.2,,2017-09-22T09:47:27Z,1995,1995-01-01,1995-12-31
16047067,NCD_BMI_30A,COUNTRY,TUR,YEAR,1996,SEX,Female,,,,,,,26.8 [23.1-30.8],26.8,23.1,30.8,,2017-09-22T09:47:27Z,1996,1996-01-01,1996-12-31
16047068,NCD_BMI_30A,COUNTRY,TUR,YEAR,1997,SEX,Female,,,,,,,27.4 [23.7-31.3],27.4,23.7,31.3,,2017-09-22T09:47:27Z,1997,1997-01-01,1997-12-31
16047069,NCD_BMI_30A,COUNTRY,TUR,YEAR,1998,SEX,Female,,,,,,,28.0 [24.3-31.9],28.0,24.3,31.9,,2017-09-22T09:47:27Z,1998,1998-01-01,1998-12-31
16047070,NCD_BMI_30A,COUNTRY,TUR,YEAR,1999,SEX,Female,,,,,,,28.6 [25.0-32.5],28.6,25.0,32.5,,2017-09-22T09:47:27Z,1999,1999-01-01,1999-12-31
16047071,NCD_BMI_30A,COUNTRY,TUR,YEAR,2000,SEX,Female,,,,,,,29.2 [25.6-33.0],29.2,25.6,33.0,,2017-09-22T09:47:27Z,2000,2000-01-01,2000-12-31
16047072,NCD_BMI_30A,COUNTRY,TUR,YEAR,2001,SEX,Female,,,,,,,29.8 [26.2-33.5],29.8,26.2,33.5,,2017-09-22T09:47:27Z,2001,2001-01-01,2001-12-31
16047073,NCD_BMI_30A,COUNTRY,TUR,YEAR,2002,SEX,Female,,,,,,,30.4 [26.8-34.1],30.4,26.8,34.1,,2017-09-22T09:47:27Z,2002,2002-01-01,2002-12-31
16047074,NCD_BMI_30A,COUNTRY,TUR,YEAR,2003,SEX,Female,,,,,,,31.0 [27.4-34.7],31.0,27.4,34.7,,2017-09-22T09:47:27Z,2003,2003-01-01,2003-12-31
16047075,NCD_BMI_30A,COUNTRY,TUR,YEAR,2004,SEX,Female,,,,,,,31.6 [28.0-35.3],31.6,28.0,35.3,,2017-09-22T09:47:27Z,2004,2004-01-01,2004-12-31
16047076,NCD_BMI_30A,COUNTRY,TUR,YEAR,2005,SEX,Female,,,,,,,32.2 [28.6-35.9],32.2,28.6,35.9,,2017-09-22T09:47:27Z,2005,2005-01-01,2005-12-31
16047077,NCD_BMI_30A,COUNTRY,TUR,YEAR,2006,SEX,Female,,,,,,,32.9 [29.2-36.5],32.9,29.2,36.5,,2017-09-22T09:47:27Z,2006,2006-01-01,2006-12-31
16047078,NCD_BMI_30A,COUNTRY,TUR,YEAR,2007,SEX,Female,,,,,,,33.5 [29.8-37.2],33.5,29.8,37.2,,2017-09-22T09:47:27Z,2007,2007-01-01,2007-12-31
16047079,NCD_BMI_30A,COUNTRY,TUR,YEAR,2008,SEX,Female,,,,,,,34.1 [30.4-37.9],34.1,30.4,37.9,,2017-09-22T09:47:27Z,2008,2008-01-01,2008-12-31
16047080,NCD_BMI_30A,COUNTRY,TUR,YEAR,2009,SEX,Female,,,,,,,34.8 [30.9-38.7],34.8,30.9,38.7,,2017-09-22T09:47:27Z,2009,2009-01-01,2009-12-31
16047081,NCD_BMI_30A,COUNTRY,TUR,YEAR,2010,SEX,Female,,,,,,,35.4 [31.4-39.5],35.4,31.4,39.5,,2017-09-22T09:47:27Z,2010,2010-01-01,2010-12-31
16047082,NCD_BMI_30A,COUNTRY,TUR,YEAR,2011,SEX,Female,,,,,,,36.0 [31.9-40.3],36.0,31.9,40.3,,2017-09-22T09:47:27Z,2011,2011-01-01,2011-12-31
16047083,NCD_BMI_30A,COUNTRY,TUR,YEAR,2012,SEX,Female,,,,,,,36.7 [32.3-41.1],36.7,32.3,41.1,,2017-09-22T09:47:27Z,2012,2012-01-01,2012-12-31
16047084,NCD_BMI_30A,COUNTRY,TUR,YEAR,2013,SEX,Female,,,,,,,37.3 [32.7-42.0],37.3,32.7,42.0,,2017-09-22T09:47:27Z,2013,2013-01-01,2013-12-31
16047085,NCD_BMI_30A,COUNTRY,TUR,YEAR,2014,SEX,Female,,,,,,,37.9 [33.1-43.0],37.9,33.1,43.0,,2017-09-22T09:47:27Z,2014,2014-01-01,2014-12-31
16047086,NCD_BMI_30A,COUNTRY,TUR,YEAR,2015,SEX,Female,,,,,,,38.6 [33.4-44.0],38.6,33.4,44.0,,2017-09-22T09:47:27Z,2015,2015-01-01,2015-12-31
16047087,NCD_BMI_30A,COUNTRY,TUR,YEAR,2016,SEX,Female,,,,,,,39.2 [33.7-45.0],39.2,33.7,45.0,,2017-09-22T09:47:27Z,2016,2016-01-01,2016-12-31
16047088,NCD_BMI_30A,COUNTRY,TKM,YEAR,1975,SEX,Female,,,,,,,7.1 [3.0-13.0],7.1,3.0,13.0,,2017-09-22T09:47:28Z,1975,1975-01-01,1975-12-31
16047089,NCD_BMI_30A,COUNTRY,TKM,YEAR,1976,SEX,Female,,,,,,,7.2 [3.2-13.1],7.2,3.2,13.1,,2017-09-22T09:47:28Z,1976,1976-01-01,1976-12-31
16047090,NCD_BMI_30A,COUNTRY,TKM,YEAR,1977,SEX,Female,,,,,,,7.4 [3.4-13.1],7.4,3.4,13.1,,2017-09-22T09:47:28Z,1977,1977-01-01,1977-12-31
16047091,NCD_BMI_30A,COUNTRY,TKM,YEAR,1978,SEX,Female,,,,,,,7.6 [3.6-13.2],7.6,3.6,13.2,,2017-09-22T09:47:28Z,1978,1978-01-01,1978-12-31
16047092,NCD_BMI_30A,COUNTRY,TKM,YEAR,1979,SEX,Female,,,,,,,7.7 [3.8-13.3],7.7,3.8,13.3,,2017-09-22T09:47:28Z,1979,1979-01-01,1979-12-31
16047093,NCD_BMI_30A,COUNTRY,TKM,YEAR,1980,SEX,Female,,,,,,,7.9 [4.0-13.4],7.9,4.0,13.4,,2017-09-22T09:47:28Z,1980,1980-01-01,1980-12-31
16047094,NCD_BMI_30A,COUNTRY,TKM,YEAR,1981,SEX,Female,,,,,,,8.1 [4.1-13.5],8.1,4.1,13.5,,2017-09-22T09:47:28Z,1981,1981-01-01,1981-12-31
16047095,NCD_BMI_30A,COUNTRY,TKM,YEAR,1982,SEX,Female,,,,,,,8.3 [4.3-13.7],8.3,4.3,13.7,,2017-09-22T09:47:28Z,1982,1982-01-01,1982-12-31
16047096,NCD_BMI_30A,COUNTRY,TKM,YEAR,1983,SEX,Female,,,,,,,8.5 [4.5-13.8],8.5,4.5,13.8,,2017-09-22T09:47:28Z,1983,1983-01-01,1983-12-31
16047097,NCD_BMI_30A,COUNTRY,TKM,YEAR,1984,SEX,Female,,,,,,,8.7 [4.7-14.0],8.7,4.7,14.0,,2017-09-22T09:47:28Z,1984,1984-01-01,1984-12-31
16047098,NCD_BMI_30A,COUNTRY,TKM,YEAR,1985,SEX,Female,,,,,,,8.9 [4.9-14.1],8.9,4.9,14.1,,2017-09-22T09:47:28Z,1985,1985-01-01,1985-12-31
16047099,NCD_BMI_30A,COUNTRY,TKM,YEAR,1986,SEX,Female,,,,,,,9.1 [5.1-14.3],9.1,5.1,14.3,,2017-09-22T09:47:28Z,1986,1986-01-01,1986-12-31
16047100,NCD_BMI_30A,COUNTRY,TKM,YEAR,1987,SEX,Female,,,,,,,9.3 [5.3-14.5],9.3,5.3,14.5,,2017-09-22T09:47:28Z,1987,1987-01-01,1987-12-31
16047101,NCD_BMI_30A,COUNTRY,TKM,YEAR,1988,SEX,Female,,,,,,,9.5 [5.5-14.7],9.5,5.5,14.7,,2017-09-22T09:47:28Z,1988,1988-01-01,1988-12-31
16047102,NCD_BMI_30A,COUNTRY,TKM,YEAR,1989,SEX,Female,,,,,,,9.7 [5.7-15.0],9.7,5.7,15.0,,2017-09-22T09:47:28Z,1989,1989-01-01,1989-12-31
16047103,NCD_BMI_30A,COUNTRY,TKM,YEAR,1990,SEX,Female,,,,,,,9.9 [5.9-15.2],9.9,5.9,15.2,,2017-09-22T09:47:28Z,1990,1990-01-01,1990-12-31
16047104,NCD_BMI_30A,COUNTRY,TKM,YEAR,1991,SEX,Female,,,,,,,10.2 [6.1-15.4],10.2,6.1,15.4,,2017-09-22T09:47:28Z,1991,1991-01-01,1991-12-31
16047105,NCD_BMI_30A,COUNTRY,TKM,YEAR,1992,SEX,Female,,,,,,,10.4 [6.3-15.6],10.4,6.3,15.6,,2017-09-22T09:47:28Z,1992,1992-01-01,1992-12-31
16047106,NCD_BMI_30A,COUNTRY,TKM,YEAR,1993,SEX,Female,,,,,,,10.7 [6.6-15.8],10.7,6.6,15.8,,2017-09-22T09:47:28Z,1993,1993-01-01,1993-12-31
16047107,NCD_BMI_30A,COUNTRY,TKM,YEAR,1994,SEX,Female,,,,,,,11.0 [6.8-16.2],11.0,6.8,16.2,,2017-09-22T09:47:28Z,1994,1994-01-01,1994-12-31
16047108,NCD_BMI_30A,COUNTRY,TKM,YEAR,1995,SEX,Female,,,,,,,11.2 [7.1-16.4],11.2,7.1,16.4,,2017-09-22T09:47:28Z,1995,1995-01-01,1995-12-31
16047109,NCD_BMI_30A,COUNTRY,TKM,YEAR,1996,SEX,Female,,,,,,,11.6 [7.4-16.7],11.6,7.4,16.7,,2017-09-22T09:47:28Z,1996,1996-01-01,1996-12-31
16047110,NCD_BMI_30A,COUNTRY,TKM,YEAR,1997,SEX,Female,,,,,,,11.9 [7.7-17.1],11.9,7.7,17.1,,2017-09-22T09:47:28Z,1997,1997-01-01,1997-12-31
16047111,NCD_BMI_30A,COUNTRY,TKM,YEAR,1998,SEX,Female,,,,,,,12.2 [7.9-17.4],12.2,7.9,17.4,,2017-09-22T09:47:28Z,1998,1998-01-01,1998-12-31
16047112,NCD_BMI_30A,COUNTRY,TKM,YEAR,1999,SEX,Female,,,,,,,12.6 [8.3-17.8],12.6,8.3,17.8,,2017-09-22T09:47:28Z,1999,1999-01-01,1999-12-31
16047113,NCD_BMI_30A,COUNTRY,TKM,YEAR,2000,SEX,Female,,,,,,,13.0 [8.6-18.3],13.0,8.6,18.3,,2017-09-22T09:47:28Z,2000,2000-01-01,2000-12-31
16047114,NCD_BMI_30A,COUNTRY,TKM,YEAR,2001,SEX,Female,,,,,,,13.4 [9.0-18.6],13.4,9.0,18.6,,2017-09-22T09:47:28Z,2001,2001-01-01,2001-12-31
16047115,NCD_BMI_30A,COUNTRY,TKM,YEAR,2002,SEX,Female,,,,,,,13.8 [9.4-19.1],13.8,9.4,19.1,,2017-09-22T09:47:28Z,2002,2002-01-01,2002-12-31
16047116,NCD_BMI_30A,COUNTRY,TKM,YEAR,2003,SEX,Female,,,,,,,14.2 [9.7-19.5],14.2,9.7,19.5,,2017-09-22T09:47:28Z,2003,2003-01-01,2003-12-31
16047117,NCD_BMI_30A,COUNTRY,TKM,YEAR,2004,SEX,Female,,,,,,,14.6 [10.1-20.0],14.6,10.1,20.0,,2017-09-22T09:47:28Z,2004,2004-01-01,2004-12-31
16047118,NCD_BMI_30A,COUNTRY,TKM,YEAR,2005,SEX,Female,,,,,,,15.1 [10.4-20.5],15.1,10.4,20.5,,2017-09-22T09:47:28Z,2005,2005-01-01,2005-12-31
16047119,NCD_BMI_30A,COUNTRY,TKM,YEAR,2006,SEX,Female,,,,,,,15.6 [10.8-21.0],15.6,10.8,21.0,,2017-09-22T09:47:28Z,2006,2006-01-01,2006-12-31
16047120,NCD_BMI_30A,COUNTRY,TKM,YEAR,2007,SEX,Female,,,,,,,16.0 [11.2-21.6],16.0,11.2,21.6,,2017-09-22T09:47:28Z,2007,2007-01-01,2007-12-31
16047121,NCD_BMI_30A,COUNTRY,TKM,YEAR,2008,SEX,Female,,,,,,,16.5 [11.6-22.2],16.5,11.6,22.2,,2017-09-22T09:47:28Z,2008,2008-01-01,2008-12-31
16047122,NCD_BMI_30A,COUNTRY,TKM,YEAR,2009,SEX,Female,,,,,,,17.0 [12.0-22.9],17.0,12.0,22.9,,2017-09-22T09:47:28Z,2009,2009-01-01,2009-12-31
16047123,NCD_BMI_30A,COUNTRY,TKM,YEAR,2010,SEX,Female,,,,,,,17.5 [12.4-23.5],17.5,12.4,23.5,,2017-09-22T09:47:28Z,2010,2010-01-01,2010-12-31
16047124,NCD_BMI_30A,COUNTRY,TKM,YEAR,2011,SEX,Female,,,,,,,18.1 [12.8-24.2],18.1,12.8,24.2,,2017-09-22T09:47:28Z,2011,2011-01-01,2011-12-31
16047125,NCD_BMI_30A,COUNTRY,TKM,YEAR,2012,SEX,Female,,,,,,,18.6 [13.2-24.8],18.6,13.2,24.8,,2017-09-22T09:47:29Z,2012,2012-01-01,2012-12-31
16047126,NCD_BMI_30A,COUNTRY,TKM,YEAR,2013,SEX,Female,,,,,,,19.2 [13.6-25.4],19.2,13.6,25.4,,2017-09-22T09:47:29Z,2013,2013-01-01,2013-12-31
16047127,NCD_BMI_30A,COUNTRY,TKM,YEAR,2014,SEX,Female,,,,,,,19.8 [14.0-26.2],19.8,14.0,26.2,,2017-09-22T09:47:29Z,2014,2014-01-01,2014-12-31
16047128,NCD_BMI_30A,COUNTRY,TKM,YEAR,2015,SEX,Female,,,,,,,20.3 [14.3-27.0],20.3,14.3,27.0,,2017-09-22T09:47:29Z,2015,2015-01-01,2015-12-31
16047129,NCD_BMI_30A,COUNTRY,TKM,YEAR,2016,SEX,Female,,,,,,,20.9 [14.6-28.0],20.9,14.6,28.0,,2017-09-22T09:47:29Z,2016,2016-01-01,2016-12-31
16047130,NCD_BMI_30A,COUNTRY,TUV,YEAR,1975,SEX,Female,,,,,,,23.5 [14.0-34.7],23.5,14.0,34.7,,2017-09-22T09:47:29Z,1975,1975-01-01,1975-12-31
16047131,NCD_BMI_30A,COUNTRY,TUV,YEAR,1976,SEX,Female,,,,,,,24.4 [15.0-35.3],24.4,15.0,35.3,,2017-09-22T09:47:29Z,1976,1976-01-01,1976-12-31
16047132,NCD_BMI_30A,COUNTRY,TUV,YEAR,1977,SEX,Female,,,,,,,25.3 [16.0-36.1],25.3,16.0,36.1,,2017-09-22T09:47:29Z,1977,1977-01-01,1977-12-31
16047133,NCD_BMI_30A,COUNTRY,TUV,YEAR,1978,SEX,Female,,,,,,,26.1 [16.9-36.7],26.1,16.9,36.7,,2017-09-22T09:47:29Z,1978,1978-01-01,1978-12-31
16047134,NCD_BMI_30A,COUNTRY,TUV,YEAR,1979,SEX,Female,,,,,,,27.0 [17.9-37.5],27.0,17.9,37.5,,2017-09-22T09:47:29Z,1979,1979-01-01,1979-12-31
16047135,NCD_BMI_30A,COUNTRY,TUV,YEAR,1980,SEX,Female,,,,,,,28.0 [18.7-38.2],28.0,18.7,38.2,,2017-09-22T09:47:29Z,1980,1980-01-01,1980-12-31
16047136,NCD_BMI_30A,COUNTRY,TUV,YEAR,1981,SEX,Female,,,,,,,28.9 [19.7-39.1],28.9,19.7,39.1,,2017-09-22T09:47:29Z,1981,1981-01-01,1981-12-31
16047137,NCD_BMI_30A,COUNTRY,TUV,YEAR,1982,SEX,Female,,,,,,,29.8 [20.8-39.8],29.8,20.8,39.8,,2017-09-22T09:47:29Z,1982,1982-01-01,1982-12-31
16047138,NCD_BMI_30A,COUNTRY,TUV,YEAR,1983,SEX,Female,,,,,,,30.8 [21.8-40.6],30.8,21.8,40.6,,2017-09-22T09:47:29Z,1983,1983-01-01,1983-12-31
16047139,NCD_BMI_30A,COUNTRY,TUV,YEAR,1984,SEX,Female,,,,,,,31.7 [22.8-41.5],31.7,22.8,41.5,,2017-09-22T09:47:29Z,1984,1984-01-01,1984-12-31
16047140,NCD_BMI_30A,COUNTRY,TUV,YEAR,1985,SEX,Female,,,,,,,32.7 [23.8-42.3],32.7,23.8,42.3,,2017-09-22T09:47:29Z,1985,1985-01-01,1985-12-31
16047141,NCD_BMI_30A,COUNTRY,TUV,YEAR,1986,SEX,Female,,,,,,,33.6 [24.8-43.1],33.6,24.8,43.1,,2017-09-22T09:47:29Z,1986,1986-01-01,1986-12-31
16047142,NCD_BMI_30A,COUNTRY,TUV,YEAR,1987,SEX,Female,,,,,,,34.6 [25.8-44.1],34.6,25.8,44.1,,2017-09-22T09:47:29Z,1987,1987-01-01,1987-12-31
16047143,NCD_BMI_30A,COUNTRY,TUV,YEAR,1988,SEX,Female,,,,,,,35.6 [26.9-44.9],35.6,26.9,44.9,,2017-09-22T09:47:29Z,1988,1988-01-01,1988-12-31
16047144,NCD_BMI_30A,COUNTRY,TUV,YEAR,1989,SEX,Female,,,,,,,36.6 [27.9-45.9],36.6,27.9,45.9,,2017-09-22T09:47:29Z,1989,1989-01-01,1989-12-31
16047145,NCD_BMI_30A,COUNTRY,TUV,YEAR,1990,SEX,Female,,,,,,,37.7 [29.0-46.8],37.7,29.0,46.8,,2017-09-22T09:47:29Z,1990,1990-01-01,1990-12-31
16047146,NCD_BMI_30A,COUNTRY,TUV,YEAR,1991,SEX,Female,,,,,,,38.6 [30.0-47.7],38.6,30.0,47.7,,2017-09-22T09:47:29Z,1991,1991-01-01,1991-12-31
16047147,NCD_BMI_30A,COUNTRY,TUV,YEAR,1992,SEX,Female,,,,,,,39.6 [31.0-48.6],39.6,31.0,48.6,,2017-09-22T09:47:29Z,1992,1992-01-01,1992-12-31
16047148,NCD_BMI_30A,COUNTRY,TUV,YEAR,1993,SEX,Female,,,,,,,40.5 [31.9-49.3],40.5,31.9,49.3,,2017-09-22T09:47:29Z,1993,1993-01-01,1993-12-31
16047149,NCD_BMI_30A,COUNTRY,TUV,YEAR,1994,SEX,Female,,,,,,,41.4 [32.8-50.0],41.4,32.8,50.0,,2017-09-22T09:47:29Z,1994,1994-01-01,1994-12-31
16047150,NCD_BMI_30A,COUNTRY,TUV,YEAR,1995,SEX,Female,,,,,,,42.2 [33.7-50.7],42.2,33.7,50.7,,2017-09-22T09:47:29Z,1995,1995-01-01,1995-12-31
16047151,NCD_BMI_30A,COUNTRY,TUV,YEAR,1996,SEX,Female,,,,,,,43.0 [34.6-51.4],43.0,34.6,51.4,,2017-09-22T09:47:29Z,1996,1996-01-01,1996-12-31
16047152,NCD_BMI_30A,COUNTRY,TUV,YEAR,1997,SEX,Female,,,,,,,43.7 [35.4-52.0],43.7,35.4,52.0,,2017-09-22T09:47:29Z,1997,1997-01-01,1997-12-31
16047153,NCD_BMI_30A,COUNTRY,TUV,YEAR,1998,SEX,Female,,,,,,,44.5 [36.2-52.7],44.5,36.2,52.7,,2017-09-22T09:47:29Z,1998,1998-01-01,1998-12-31
16047154,NCD_BMI_30A,COUNTRY,TUV,YEAR,1999,SEX,Female,,,,,,,45.1 [36.9-53.3],45.1,36.9,53.3,,2017-09-22T09:47:29Z,1999,1999-01-01,1999-12-31
16047155,NCD_BMI_30A,COUNTRY,TUV,YEAR,2000,SEX,Female,,,,,,,45.8 [37.7-53.9],45.8,37.7,53.9,,2017-09-22T09:47:29Z,2000,2000-01-01,2000-12-31
16047156,NCD_BMI_30A,COUNTRY,TUV,YEAR,2001,SEX,Female,,,,,,,46.5 [38.4-54.6],46.5,38.4,54.6,,2017-09-22T09:47:29Z,2001,2001-01-01,2001-12-31
16047157,NCD_BMI_30A,COUNTRY,TUV,YEAR,2002,SEX,Female,,,,,,,47.2 [39.0-55.1],47.2,39.0,55.1,,2017-09-22T09:47:29Z,2002,2002-01-01,2002-12-31
16047158,NCD_BMI_30A,COUNTRY,TUV,YEAR,2003,SEX,Female,,,,,,,47.8 [39.6-55.8],47.8,39.6,55.8,,2017-09-22T09:47:29Z,2003,2003-01-01,2003-12-31
16047159,NCD_BMI_30A,COUNTRY,TUV,YEAR,2004,SEX,Female,,,,,,,48.5 [40.3-56.3],48.5,40.3,56.3,,2017-09-22T09:47:29Z,2004,2004-01-01,2004-12-31
16047160,NCD_BMI_30A,COUNTRY,TUV,YEAR,2005,SEX,Female,,,,,,,49.2 [41.0-57.0],49.2,41.0,57.0,,2017-09-22T09:47:30Z,2005,2005-01-01,2005-12-31
16047161,NCD_BMI_30A,COUNTRY,TUV,YEAR,2006,SEX,Female,,,,,,,49.8 [41.7-57.6],49.8,41.7,57.6,,2017-09-22T09:47:30Z,2006,2006-01-01,2006-12-31
16047162,NCD_BMI_30A,COUNTRY,TUV,YEAR,2007,SEX,Female,,,,,,,50.5 [42.4-58.2],50.5,42.4,58.2,,2017-09-22T09:47:30Z,2007,2007-01-01,2007-12-31
16047163,NCD_BMI_30A,COUNTRY,TUV,YEAR,2008,SEX,Female,,,,,,,51.2 [43.1-58.9],51.2,43.1,58.9,,2017-09-22T09:47:30Z,2008,2008-01-01,2008-12-31
16047164,NCD_BMI_30A,COUNTRY,TUV,YEAR,2009,SEX,Female,,,,,,,51.8 [43.7-59.7],51.8,43.7,59.7,,2017-09-22T09:47:30Z,2009,2009-01-01,2009-12-31
16047165,NCD_BMI_30A,COUNTRY,TUV,YEAR,2010,SEX,Female,,,,,,,52.5 [44.4-60.3],52.5,44.4,60.3,,2017-09-22T09:47:30Z,2010,2010-01-01,2010-12-31
16047166,NCD_BMI_30A,COUNTRY,TUV,YEAR,2011,SEX,Female,,,,,,,53.2 [44.9-61.0],53.2,44.9,61.0,,2017-09-22T09:47:30Z,2011,2011-01-01,2011-12-31
16047167,NCD_BMI_30A,COUNTRY,TUV,YEAR,2012,SEX,Female,,,,,,,53.8 [45.5-61.7],53.8,45.5,61.7,,2017-09-22T09:47:30Z,2012,2012-01-01,2012-12-31
16047168,NCD_BMI_30A,COUNTRY,TUV,YEAR,2013,SEX,Female,,,,,,,54.4 [46.0-62.4],54.4,46.0,62.4,,2017-09-22T09:47:30Z,2013,2013-01-01,2013-12-31
16047169,NCD_BMI_30A,COUNTRY,TUV,YEAR,2014,SEX,Female,,,,,,,55.0 [46.5-63.1],55.0,46.5,63.1,,2017-09-22T09:47:30Z,2014,2014-01-01,2014-12-31
16047170,NCD_BMI_30A,COUNTRY,TUV,YEAR,2015,SEX,Female,,,,,,,55.6 [46.9-63.8],55.6,46.9,63.8,,2017-09-22T09:47:30Z,2015,2015-01-01,2015-12-31
16047171,NCD_BMI_30A,COUNTRY,TUV,YEAR,2016,SEX,Female,,,,,,,56.2 [47.3-64.4],56.2,47.3,64.4,,2017-09-22T09:47:30Z,2016,2016-01-01,2016-12-31
16047172,NCD_BMI_30A,COUNTRY,UGA,YEAR,1975,SEX,Female,,,,,,,1.0 [0.3-2.6],1.0,0.3,2.6,,2017-09-22T09:47:30Z,1975,1975-01-01,1975-12-31
16047173,NCD_BMI_30A,COUNTRY,UGA,YEAR,1976,SEX,Female,,,,,,,1.1 [0.3-2.6],1.1,0.3,2.6,,2017-09-22T09:47:30Z,1976,1976-01-01,1976-12-31
16047174,NCD_BMI_30A,COUNTRY,UGA,YEAR,1977,SEX,Female,,,,,,,1.2 [0.4-2.6],1.2,0.4,2.6,,2017-09-22T09:47:30Z,1977,1977-01-01,1977-12-31
16047175,NCD_BMI_30A,COUNTRY,UGA,YEAR,1978,SEX,Female,,,,,,,1.2 [0.4-2.7],1.2,0.4,2.7,,2017-09-22T09:47:30Z,1978,1978-01-01,1978-12-31
16047176,NCD_BMI_30A,COUNTRY,UGA,YEAR,1979,SEX,Female,,,,,,,1.3 [0.5-2.8],1.3,0.5,2.8,,2017-09-22T09:47:30Z,1979,1979-01-01,1979-12-31
16047177,NCD_BMI_30A,COUNTRY,UGA,YEAR,1980,SEX,Female,,,,,,,1.3 [0.5-2.8],1.3,0.5,2.8,,2017-09-22T09:47:30Z,1980,1980-01-01,1980-12-31
16047178,NCD_BMI_30A,COUNTRY,UGA,YEAR,1981,SEX,Female,,,,,,,1.4 [0.6-2.9],1.4,0.6,2.9,,2017-09-22T09:47:30Z,1981,1981-01-01,1981-12-31
16047179,NCD_BMI_30A,COUNTRY,UGA,YEAR,1982,SEX,Female,,,,,,,1.5 [0.6-3.0],1.5,0.6,3.0,,2017-09-22T09:47:30Z,1982,1982-01-01,1982-12-31
16047180,NCD_BMI_30A,COUNTRY,UGA,YEAR,1983,SEX,Female,,,,,,,1.6 [0.7-3.1],1.6,0.7,3.1,,2017-09-22T09:47:30Z,1983,1983-01-01,1983-12-31
16047181,NCD_BMI_30A,COUNTRY,UGA,YEAR,1984,SEX,Female,,,,,,,1.7 [0.7-3.2],1.7,0.7,3.2,,2017-09-22T09:47:30Z,1984,1984-01-01,1984-12-31
16047182,NCD_BMI_30A,COUNTRY,UGA,YEAR,1985,SEX,Female,,,,,,,1.8 [0.8-3.3],1.8,0.8,3.3,,2017-09-22T09:47:30Z,1985,1985-01-01,1985-12-31
16047183,NCD_BMI_30A,COUNTRY,UGA,YEAR,1986,SEX,Female,,,,,,,1.9 [0.9-3.4],1.9,0.9,3.4,,2017-09-22T09:47:30Z,1986,1986-01-01,1986-12-31
16047184,NCD_BMI_30A,COUNTRY,UGA,YEAR,1987,SEX,Female,,,,,,,2.0 [1.0-3.5],2.0,1.0,3.5,,2017-09-22T09:47:30Z,1987,1987-01-01,1987-12-31
16047185,NCD_BMI_30A,COUNTRY,UGA,YEAR,1988,SEX,Female,,,,,,,2.1 [1.0-3.7],2.1,1.0,3.7,,2017-09-22T09:47:30Z,1988,1988-01-01,1988-12-31
16047186,NCD_BMI_30A,COUNTRY,UGA,YEAR,1989,SEX,Female,,,,,,,2.2 [1.1-3.8],2.2,1.1,3.8,,2017-09-22T09:47:30Z,1989,1989-01-01,1989-12-31
16047187,NCD_BMI_30A,COUNTRY,UGA,YEAR,1990,SEX,Female,,,,,,,2.4 [1.2-4.0],2.4,1.2,4.0,,2017-09-22T09:47:30Z,1990,1990-01-01,1990-12-31
16047188,NCD_BMI_30A,COUNTRY,UGA,YEAR,1991,SEX,Female,,,,,,,2.5 [1.3-4.2],2.5,1.3,4.2,,2017-09-22T09:47:30Z,1991,1991-01-01,1991-12-31
16047189,NCD_BMI_30A,COUNTRY,UGA,YEAR,1992,SEX,Female,,,,,,,2.6 [1.4-4.4],2.6,1.4,4.4,,2017-09-22T09:47:30Z,1992,1992-01-01,1992-12-31
16047190,NCD_BMI_30A,COUNTRY,UGA,YEAR,1993,SEX,Female,,,,,,,2.8 [1.5-4.6],2.8,1.5,4.6,,2017-09-22T09:47:30Z,1993,1993-01-01,1993-12-31
16047191,NCD_BMI_30A,COUNTRY,UGA,YEAR,1994,SEX,Female,,,,,,,2.9 [1.6-4.8],2.9,1.6,4.8,,2017-09-22T09:47:30Z,1994,1994-01-01,1994-12-31
16047192,NCD_BMI_30A,COUNTRY,UGA,YEAR,1995,SEX,Female,,,,,,,3.1 [1.7-4.9],3.1,1.7,4.9,,2017-09-22T09:47:30Z,1995,1995-01-01,1995-12-31
16047193,NCD_BMI_30A,COUNTRY,UGA,YEAR,1996,SEX,Female,,,,,,,3.2 [1.8-5.1],3.2,1.8,5.1,,2017-09-22T09:47:30Z,1996,1996-01-01,1996-12-31
16047194,NCD_BMI_30A,COUNTRY,UGA,YEAR,1997,SEX,Female,,,,,,,3.4 [2.0-5.3],3.4,2.0,5.3,,2017-09-22T09:47:30Z,1997,1997-01-01,1997-12-31
16047195,NCD_BMI_30A,COUNTRY,UGA,YEAR,1998,SEX,Female,,,,,,,3.6 [2.1-5.5],3.6,2.1,5.5,,2017-09-22T09:47:30Z,1998,1998-01-01,1998-12-31
